#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
67	DOCK10_AD	DOCK10	55619	AD	0.1697	0.2968	0.5000	0.7871	0.0000	0.4221	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal astrocyte physiology (MP:0008916), 		Proximity to OPHN1 associated with X-linked intellectual disability-cerebellar hypoplasia syndrome (ORPHA:137831): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to OPHN1 Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	
68	SORCS2_AD	SORCS2	57537	AD	0.1734	0.2871	0.5001	0.7819	0.0000	0.4289	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuron physiology (MP:0004811), 		Proximity to GRIK2 associated with Neurodevelopmental disorder with impaired language and ataxia and with or without seizures (OMIM:619580): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIK2 Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
69	SCLY_AR	SCLY	51540	AR	0.1741	0.2853	0.5018	0.7789	0.0000	0.0000	0.0000	0.5018	0.5018	1.0000	0				Proximity to SEPSECS associated with Pontocerebellar hypoplasia type 2 (ORPHA:2524): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
70	CIT_AR	CIT	11113	AR	0.1785	0.2746	0.5606	0.7066	0.5606	0.3972	0.0000	0.5031	0.5606	1.0000	0	Microcephaly 17, primary, autosomal recessive (OMIM:617090): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-increased susceptibility to pharmacologically induced seizures (MP:0002906), 		Proximity to KIF11 associated with Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development (OMIM:152950): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
71	NLRP14_AD	NLRP14	338323	AD	0.1798	0.2714	0.5007	0.7726	0.0000	0.0000	0.0000	0.5007	0.5007	1.0000	0				Proximity to MFF associated with Encephalopathy due to defective mitochondrial and peroxisomal fission 2 (OMIM:617086): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
72	ZMIZ1_AD	ZMIZ1	57178	AD	0.1864	0.2554	0.5606	0.6959	0.5606	0.3010	0.0000	0.5000	0.5606	1.0000	0	Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies (OMIM:618659): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal perineural vascular plexus morphology (MP:0012732), 		Proximity to UBA5 associated with Developmental and epileptic encephalopathy 44 (OMIM:617132): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
73	ITPR3_AD	ITPR3	3710	AD	0.1869	0.2540	0.5039	0.7593	0.0000	0.2965	0.0000	0.5039	0.5039	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain commissure morphology (MP:0002199), 		Proximity to STXBP1 associated with STXBP1-related encephalopathy (ORPHA:599373): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to STXBP1 Epileptic spasm (HP:0011097)-abnormal synaptic transmission (MP:0003635), 	
74	DNAJC12_AR	DNAJC12	56521	AR	0.1887	0.2500	0.5003	0.7611	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to DNAJC5 associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to DNAJC5 Epileptic spasm (HP:0011097)-abnormal PNS synaptic transmission (MP:0002913), 	
75	MYH9_AD	MYH9	4627	AD	0.1911	0.2442	0.5038	0.7537	0.0000	0.2699	0.0000	0.5038	0.5038	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain vasculature morphology (MP:0004950), 		Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
76	ANK2_AD	ANK2	287	AD	0.1919	0.2421	0.5606	0.6882	0.5606	0.4385	0.0000	0.5064	0.5606	1.0000	0	Romano-Ward syndrome (ORPHA:101016): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-decreased paired-pulse facilitation (MP:0002920), 		Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SPTBN1 Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
77	ROCK2_AD	ROCK2	9475	AD	0.1920	0.2419	0.5085	0.7470	0.0000	0.4489	0.5085	0.5008	0.5085	1.0000	0		Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	Epileptic spasm (HP:0011097)-Kupffer's vesicle decreased functionality, abnormal (ZP:0006965), 	Proximity to PTEN associated with Bilateral frontoparietal polymicrogyria (ORPHA:101070): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to PTEN Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 	
78	CAND2_AD	CAND2	23066	AD	0.1960	0.2329	0.5000	0.7512	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KDM5C associated with Intellectual developmental disorder, X-linked syndromic, Claes-Jensen type (OMIM:300534): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 	Proximity to KDM5C Epileptic spasm (HP:0011097)-abnormal pyramidal neuron dendrite morphology (MP:0020337), 	
79	CDH13_AR	CDH13	1012	AR	0.1969	0.2312	0.5021	0.7478	0.0000	0.2426	0.0000	0.5021	0.5021	1.0000	0		Epileptic spasm (HP:0011097)-retina neovascularization (MP:0008852), 		Proximity to CDH2 associated with Agenesis of corpus callosum, cardiac, ocular, and genital syndrome (OMIM:618929): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CDH2 Epileptic spasm (HP:0011097)-abnormal sensorimotor gating (MP:0002634), 	
80	KCNG2_AD	KCNG2	26251	AD	0.1983	0.2278	0.5061	0.7411	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
81	PXDNL_AR	PXDNL	137902	AR	0.2008	0.2223	0.5002	0.7444	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to ALG2 associated with Congenital disorder of glycosylation, type Ii (OMIM:607906): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
82	SLC17A6_AD	SLC17A6	57084	AD	0.2017	0.2204	0.5091	0.7332	0.0000	0.4839	0.0000	0.5091	0.5091	1.0000	0		Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 		Proximity to SLC32A1 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SLC32A1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
83	NCKAP5_AD	NCKAP5	344148	AD	0.2029	0.2180	0.5000	0.7419	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DNM1 associated with Developmental and epileptic encephalopathy 31B, autosomal recessive (OMIM:620352): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to DNM1 Epileptic spasm (HP:0011097)-abnormal brain wave pattern (MP:0004994), 	
84	OSBPL10_AR	OSBPL10	114884	AR	0.2035	0.2167	0.5001	0.7410	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to DNM1L associated with DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect (ORPHA:330050): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to DNM1L Epileptic spasm (HP:0011097)-enhanced sensorimotor gating (MP:0003889), 	
85	TRPM3_AD	TRPM3	80036	AD	0.2064	0.2109	0.8461	0.3456	0.8461	0.4452	0.0000	0.5004	0.8461	1.0000	0	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures (OMIM:620224): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Epileptic spasm (HP:0011097)-abnormal sensory neuron physiology (MP:0010055), 		Proximity to PACS2 associated with Developmental and epileptic encephalopathy 66 (OMIM:618067): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to PACS2 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
86	WDR45B_AR	WDR45B	56270	AR	0.2065	0.2108	0.7467	0.4580	0.7467	0.0000	0.0000	0.5020	0.7467	1.0000	0	Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures (OMIM:617977): Epileptic spasm (HP:0011097)-Focal tonic seizure (HP:0011167), 			Proximity to WDR45 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to WDR45 Epileptic spasm (HP:0011097)-neurodegeneration (MP:0002229), 	
87	CSNK1A1_AR	CSNK1A1	1452	AR	0.2080	0.2076	0.5012	0.7337	0.0000	0.0000	0.0000	0.5012	0.5012	1.0000	0				Proximity to YWHAG associated with Developmental and epileptic encephalopathy 56 (OMIM:617665): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
88	CAMK1G_AD	CAMK1G	57172	AD	0.2120	0.1997	0.5000	0.7298	0.0000	0.3036	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal dendrite morphology (MP:0008143), 		Proximity to GRIN1 associated with Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant (OMIM:614254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIN1 Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
89	RAB1A_AD	RAB1A	5861	AD	0.2121	0.1995	0.5713	0.6489	0.0000	0.0000	0.0000	0.5713	0.5713	1.0000	0				Proximity to RUSC2 associated with Intellectual developmental disorder, autosomal recessive 61 (OMIM:617773): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
90	CRB2_AR	CRB2	286204	AR	0.2136	0.1964	0.5606	0.6590	0.5606	0.3044	0.0000	0.5003	0.5606	1.0000	0	Ventriculomegaly with cystic kidney disease (OMIM:219730): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal embryonic neuroepithelium morphology (MP:0004261), 		Proximity to SLC6A1 associated with Myoclonic-astatic epilepsy (ORPHA:1942): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SLC6A1 Epileptic spasm (HP:0011097)-reduced sensorimotor gating (MP:0002635), 	
91	COL18A1_AD	COL18A1	80781	AD	0.2139	0.1958	0.5003	0.7267	0.7898	0.3924	0.0000	0.5003	0.7898	1.0000	0	Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 		Proximity to MACF1 associated with Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome (ORPHA:572013): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
92	TNFSF13B_AR	TNFSF13B	10673	AR	0.2142	0.1951	0.5003	0.7263	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to ADAM22 associated with Developmental and epileptic encephalopathy 61 (OMIM:617933): Epileptic spasm (HP:0011097)-Focal clonic seizure (HP:0002266), 	Proximity to ADAM22 Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 	
93	SMCP_AD	SMCP	4184	AD	0.2150	0.1937	0.5001	0.7256	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to LONP1 associated with Pyruvate dehydrogenase E1-alpha deficiency (ORPHA:79243): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to LONP1 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
94	MSI2_AR	MSI2	124540	AR	0.2159	0.1921	0.5000	0.7245	0.0000	0.3238	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to EXOSC5 associated with Cerebellar ataxia, brain abnormalities, and cardiac conduction defects (OMIM:619576): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
95	GPC5_AD	GPC5	2262	AD	0.2161	0.1916	0.5006	0.7236	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to SLC35A3 associated with Arthrogryposis, impaired intellectual development, and seizures (OMIM:615553): Epileptic spasm (HP:0011097)-Focal motor seizure (HP:0011153), 		
96	CDH4_AR	CDH4	1002	AR	0.2163	0.1913	0.5022	0.7215	0.0000	0.0000	0.0000	0.5022	0.5022	1.0000	0				Proximity to CDH2 associated with Agenesis of corpus callosum, cardiac, ocular, and genital syndrome (OMIM:618929): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CDH2 Epileptic spasm (HP:0011097)-abnormal sensorimotor gating (MP:0002634), 	
97	SHROOM3_AR	SHROOM3	57619	AR	0.2166	0.1907	0.5001	0.7235	0.0000	0.3236	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-exencephaly (MP:0000914), 		Proximity to PNKP associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to PNKP Epileptic spasm (HP:0011097)-increased brain apoptosis (MP:0014178), 	
98	PDZRN4_AR	PDZRN4	29951	AR	0.2168	0.1902	0.5042	0.7185	0.0000	0.0000	0.0000	0.5042	0.5042	1.0000	0				Proximity to KCNMA1 associated with Cerebellar atrophy, developmental delay, and seizures (OMIM:617643): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNMA1 Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
99	ATP6V0A4_AR	ATP6V0A4	50617	AR	0.2176	0.1889	0.5076	0.7138	0.0000	0.2328	0.0000	0.5076	0.5076	1.0000	0		Epileptic spasm (HP:0011097)-absent otoliths (MP:0002978), 		Proximity to ATP6V0A1 associated with Neurodevelopmental disorder with epilepsy and brain atrophy (OMIM:619971): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to ATP6V0A1 Epileptic spasm (HP:0011097)-abnormal miniature excitatory postsynaptic currents (MP:0004753), 	
100	ABCA13_AR	ABCA13	154664	AR	0.2191	0.1860	0.4813	0.7414	0.0000	0.4813	0.0000	0.0000	0.4813	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuron physiology (MP:0004811), 				
101	SYT2_AR	SYT2	127833	AR	0.2192	0.1858	0.5004	0.7197	0.5606	0.4855	0.0000	0.5004	0.5606	1.0000	0	Presynaptic congenital myasthenic syndromes (ORPHA:98914): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 		Proximity to SLC12A5 associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-retinal ganglion cell decreased functionality, abnormal (ZP:0009131), 
102	ALDH1A1_AD	ALDH1A1	216	AD	0.2197	0.1850	0.5008	0.7186	0.0000	0.0000	0.0000	0.5008	0.5008	1.0000	0				Proximity to SLC35A2 associated with Congenital disorder of glycosylation, type IIm (OMIM:300896): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
103	ST3GAL3_AR	ST3GAL3	6487	AR	0.2238	0.1775	0.9770	0.1741	0.9770	0.0000	0.0000	0.5006	0.9770	1.0000	0	Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 			Proximity to SETBP1 associated with Schinzel-Giedion syndrome (ORPHA:798): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
104	EPB41L4A_AD	EPB41L4A	64097	AD	0.2240	0.1770	0.5000	0.7136	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CRH associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CRH Epileptic spasm (HP:0011097)-abnormal solitary pulmonary neuroendocrine cell morphology (MP:0010914), 	
105	FBXO27_AD	FBXO27	126433	AD	0.2242	0.1767	0.5002	0.7132	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to FBXO28 associated with Developmental and epileptic encephalopathy 100 (OMIM:619777): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
106	SLC16A2_XR	SLC16A2	6567	XR	0.2244	0.1763	0.5606	0.6445	0.5606	0.0000	0.0000	0.5000	0.5606	1.0000	0	Allan-Herndon-Dudley syndrome (ORPHA:59): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 			Proximity to MT-ND1 associated with Mitochondrial DNA-associated Leigh syndrome (ORPHA:255210): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
107	GPA33_AR	GPA33	10223	AR	0.2254	0.1746	0.5027	0.7088	0.0000	0.0000	0.0000	0.5027	0.5027	1.0000	0				Proximity to PRRT2 associated with Episodic kinesigenic dyskinesia 1 (OMIM:128200): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to PRRT2 Epileptic spasm (HP:0011097)-decreased excitatory postsynaptic current amplitude (MP:0011270), 	
108	ADARB2_AR	ADARB2	105	AR	0.2263	0.1729	0.5000	0.7105	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to AARS1 associated with Developmental and epileptic encephalopathy 29 (OMIM:616339): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to AARS1 Epileptic spasm (HP:0011097)-Purkinje cell degeneration (MP:0000876), 	
109	FAM83B_AD	FAM83B	222584	AD	0.2269	0.1719	0.5000	0.7098	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to YWHAG associated with Developmental and epileptic encephalopathy 56 (OMIM:617665): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
110	NUF2_AR	NUF2	83540	AR	0.2271	0.1716	0.5031	0.7061	0.0000	0.0000	0.0000	0.5031	0.5031	1.0000	0				Proximity to KIF11 associated with Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development (OMIM:152950): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
111	CD276_AD	CD276	80381	AD	0.2287	0.1688	0.5000	0.7073	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ST3GAL3 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
112	MTUS2_AD	MTUS2	23281	AD	0.2294	0.1675	0.5001	0.7063	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to APC2 associated with Cortical dysplasia, complex, with other brain malformations 10 (OMIM:618677): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to APC2 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
113	IPO11_AD	IPO11	51194	AD	0.2297	0.1670	0.5000	0.7060	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NEDD4L associated with Periventricular nodular heterotopia 7 (OMIM:617201): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to NEDD4L Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
114	LYRM4_AR	LYRM4	57128	AR	0.2298	0.1669	0.5023	0.7033	0.0000	0.0000	0.0000	0.5023	0.5023	1.0000	0				Proximity to FARS2 associated with Combined oxidative phosphorylation deficiency 14 (OMIM:614946): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
115	IMMP2L_AD	IMMP2L	83943	AD	0.2300	0.1665	0.5000	0.7056	0.0000	0.4722	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to MAPK10 associated with Lennox-Gastaut syndrome (ORPHA:2382): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to MAPK10 Epileptic spasm (HP:0011097)-decreased susceptibility to pharmacologically induced seizures (MP:0002887), 	
116	NRCAM_AR	NRCAM	4897	AR	0.2301	0.1663	0.5141	0.6895	0.0000	0.5141	0.0000	0.5061	0.5141	1.0000	0		Epileptic spasm (HP:0011097)-decreased nerve conduction velocity (MP:0008814), 		Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SPTBN1 Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
117	CLCNKB_AR	CLCNKB	1188	AR	0.2306	0.1654	0.5477	0.6508	0.5477	0.0000	0.0000	0.5001	0.5477	1.0000	0	Gitelman syndrome (ORPHA:358): Epileptic spasm (HP:0011097)-Focal-onset seizure (HP:0007359), 			Proximity to SLC12A5 associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-retinal ganglion cell decreased functionality, abnormal (ZP:0009131), 
117	RPH3A_AD	RPH3A	22895	AD	0.2307	0.1654	0.5030	0.7014	0.0000	0.0000	0.0000	0.5030	0.5030	1.0000	0				Proximity to RAB18 associated with Warburg micro syndrome 3 (OMIM:614222): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to RAB18 Epileptic spasm (HP:0011097)-abnormal nervous system morphology (MP:0003632), 	Proximity to RAB18 Epileptic spasm (HP:0011097)-lens non-functional, abnormal (ZP:0006825), 
119	PDE11A_AD	PDE11A	50940	AD	0.2311	0.1647	0.5001	0.7041	0.0000	0.2689	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-enlarged lateral ventricles (MP:0008535), 		Proximity to ATPAF2 associated with Isolated ATP synthase deficiency (ORPHA:254913): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
120	MBNL2_AR	MBNL2	10150	AR	0.2327	0.1620	0.5000	0.7020	0.0000	0.4892	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-tonic-clonic seizures (MP:0003997), 		Proximity to EIF4A2 associated with Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures (OMIM:620455): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
121	NBAS_AR	NBAS	51594	AR	0.2332	0.1612	0.5606	0.6328	0.5606	0.2547	0.0000	0.5001	0.5606	1.0000	0	Infantile liver failure syndrome 2 (OMIM:616483): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to RBL2 associated with Brunet-Wagner neurodevelopmental syndrome (OMIM:619690): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to RBL2 Epileptic spasm (HP:0011097)-increased neuron apoptosis (MP:0003203), 	
